step,lr,epoch,train_loss
1,0.01,1,0.011658290217121442
2,0.01,2,0.0027927745446562767
3,0.01,3,0.002570355183382829
4,0.01,4,0.0024481516549984613
5,0.01,5,0.0022998110216856005
6,0.01,6,0.0022767564701040586
7,0.01,7,0.0023001737299064794
8,0.01,8,0.0022978642977277437
9,0.01,9,0.0022728556913634143
10,0.01,10,0.002294551458656788
11,0.01,11,0.002237886606603861
12,0.01,12,0.0022625670870641866
13,0.01,13,0.0022496643445889153
14,0.01,14,0.002241148301412662
15,0.01,15,0.0022431016753117245
16,0.01,16,0.002213808451940616
17,0.01,17,0.002237937337309122
18,0.01,18,0.0022659213270743686
19,0.01,19,0.002223664729843537
20,0.01,20,0.0022293872557083766
21,0.01,21,0.002198711430430412
22,0.01,22,0.0022431986723840235
23,0.01,23,0.0022059026061495147
24,0.01,24,0.002209124929706256
25,0.01,25,0.002198641475588083
